name of company,salary,college name,region,year
AMDOCS,"₹771,234/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018.0
AMDOCS,"₹771,234/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
AMDOCS,"₹771,234/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
AMDOCS,"₹771,234/yr",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
AMDOCS,"₹771,234/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015.0
AMDOCS,"₹771,234/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016.0
AMDOCS,"₹771,234/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
XL DYNAMICS,"₹683,094/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
XL DYNAMICS,"₹683,094/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
XL DYNAMICS,"₹683,094/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
XL DYNAMICS,"₹683,094/yr",LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016.0
IDBI INTECH,"₹384,639/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
IDBI INTECH,"₹384,639/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
GEOMETRIC,"₹547,689/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
THIRDWARE SOLUTION,"₹443,055/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
THIRDWARE SOLUTION,"₹443,055/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
SIEMENS,"₹495,501/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
SIEMENS,"₹495,501/yr",THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018.0
SIEMENS,"₹495,501/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016.0
SIEMENS,"₹495,501/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015.0
SIEMENS,"₹495,501/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017.0
SIEMENS,"₹495,501/yr","DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018.0
SIEMENS,"₹495,501/yr",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
SIEMENS,"₹495,501/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
SIEMENS,"₹495,501/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
SIEMENS,"₹495,501/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
ZENSAR TECHNOLOGIES,"₹482,579/yr","TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018.0
ZENSAR TECHNOLOGIES,"₹482,579/yr","TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018.0
HEWLETT-PACKARD,"₹1,114,263/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
HEWLETT-PACKARD,"₹1,114,263/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
NETWORK 18,"₹55,083/mo",XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018.0
NETWORK 18,"₹55,083/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
CAPITA,"₹433,293/yr",XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018.0
ZENITH SYSTEM SOLUTIONS,"₹579,967/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
ZENITH SYSTEM SOLUTIONS,"₹579,967/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
INFIBEAM,"₹643,497/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
CMC,"₹180,514/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
CMC,"₹180,514/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
HURIX,"₹426,923/yr",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
QUANTIPHI,"₹892,379/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015.0
QUANTIPHI,"₹892,379/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016.0
QUANTIPHI,"₹892,379/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017.0
QUANTIPHI,"₹892,379/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018.0
QUANTIPHI,"₹892,379/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
MIRRAW,"₹30,914/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
MIRRAW,"₹30,914/mo",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016.0
MIRRAW,"₹30,914/mo",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017.0
CMS IT SERVICES,"₹439,440/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016.0
CMS IT SERVICES,"₹439,440/yr","SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018.0
TATA,"₹444,286/yr",THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018.0
CROMPTON GREAVES,"₹95,866/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
NVIDIA,"₹249,593/mo",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
NVIDIA,"₹249,593/mo","DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018.0
NVIDIA,"₹249,593/mo",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
NVIDIA,"₹249,593/mo",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
NEWGEN,"₹22,327/mo",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
SELEC,"₹11,083/mo",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018.0
VERIZON,"₹41,169/mo",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
CRMNEXT,"₹554,151/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
ORIENT TECHNOLOGIES,"₹26,282/mo",LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016.0
QUALITYKIOSK,"₹26,751/mo",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
QUALITYKIOSK,"₹26,751/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016.0
FRACTAL ANALYTICS,"₹30,497/mo",K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018.0
FRACTAL ANALYTICS,"₹30,497/mo",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016.0
SYNTROSYS,"₹12,995/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
SYNTROSYS,"₹12,995/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
SYNTROSYS,"₹12,995/mo",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
CREDIT SUISSE,"₹957,887/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
CREDIT SUISSE,"₹957,887/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
CREDIT SUISSE,"₹957,887/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
ACCENTURE,"₹299,512/yr",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
ACCENTURE,"₹299,512/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
ACCENTURE,"₹299,512/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
ACCENTURE,"₹299,512/yr",THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018.0
ACCENTURE,"₹299,512/yr",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017.0
ACCENTURE,"₹299,512/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015.0
ACCENTURE,"₹299,512/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014.0
ACCENTURE,"₹299,512/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
ACCENTURE,"₹299,512/yr","TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018.0
ACCENTURE,"₹299,512/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
ACCENTURE,"₹299,512/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015.0
ACCENTURE,"₹299,512/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016.0
ACCENTURE,"₹299,512/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
ACCENTURE,"₹299,512/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
TATA COMMUNICATIONS,"₹664,502/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
TATA COMMUNICATIONS,"₹664,502/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018.0
TATA COMMUNICATIONS,"₹664,502/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
IBM INDIA,"₹374,390/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017.0
CALSOFT,"₹566,421/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
ORANGE,"₹16,625/mo",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
AMAZON,"₹20,399/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
AMAZON,"₹20,399/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
AMAZON,"₹20,399/mo",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
AMAZON,"₹20,399/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016.0
AMAZON,"₹20,399/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
AMAZON,"₹20,399/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
AMAZON,"₹20,399/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
AMAZON,"₹20,399/mo",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
AMAZON,"₹20,399/mo","TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018.0
GENPACT,"₹442,378/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015.0
RAJA SOFTWARE LABS,"₹623,983/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
SCHNEIDER ELECTRIC,"₹443,321/yr",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016.0
SCHNEIDER ELECTRIC,"₹443,321/yr",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017.0
SCHNEIDER ELECTRIC,"₹443,321/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
SCHNEIDER ELECTRIC,"₹443,321/yr",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
SCHNEIDER ELECTRIC,"₹443,321/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
ADOBE,"₹109,643/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017.0
ADOBE,"₹109,643/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017.0
ADOBE,"₹109,643/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
MICROSOFT,"₹1,176,245/yr",K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018.0
MICROSOFT,"₹1,176,245/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
MICROSOFT,"₹1,176,245/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
MICROSOFT,"₹1,176,245/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017.0
MICROSOFT,"₹1,176,245/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015.0
MICROSOFT,"₹1,176,245/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014.0
MICROSOFT,"₹1,176,245/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
MICROSOFT,"₹1,176,245/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
EDELWEISS FINANCIAL SERVICES,"₹420,548/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
ATIDAN,"₹935,975/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
ATIDAN,"₹935,975/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
YAHOO,"₹815,946/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
UBS,"₹376,823/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
UBS,"₹376,823/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
SYMANTEC,"₹1,801,956/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
SYMANTEC,"₹1,801,956/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
SYMANTEC,"₹1,801,956/yr",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
SYMANTEC,"₹1,801,956/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015.0
SYMANTEC,"₹1,801,956/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016.0
MINDTREE,"₹15,948/mo",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
PC TECHNOLOGY,"₹17,733/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
PC TECHNOLOGY,"₹17,733/mo",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
PC TECHNOLOGY,"₹17,733/mo",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016.0
JOHNSON CONTROLS,"₹792,989/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
JOHNSON CONTROLS,"₹792,989/yr",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
JOHNSON CONTROLS,"₹792,989/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
JOHNSON CONTROLS,"₹792,989/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
VISA INC.,"₹997,473/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015.0
PROTEGRITY,"₹1,176,245/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
PROTEGRITY,"₹1,176,245/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
PROTEGRITY,"₹1,176,245/yr",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017.0
PROTEGRITY,"₹1,176,245/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
PROTEGRITY,"₹1,176,245/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
PROTEGRITY,"₹1,176,245/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
PROTEGRITY,"₹1,176,245/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
BHARAT PETROLEUM,"₹52,629/mo",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
INFORMATICA,"₹382,233/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
INFORMATICA,"₹382,233/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
HDFC,"₹1,764,367/yr",VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015.0
UGAM,"₹535,465/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
UGAM,"₹535,465/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
UGAM,"₹535,465/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
UGAM,"₹535,465/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015.0
SAP,"₹799,479/yr",THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018.0
SAP,"₹799,479/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015.0
NSEIT,"₹58,812/mo",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
NSEIT,"₹58,812/mo",K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018.0
WEATHERFORD,"₹50,000/mo",MIT COLLEGE OF ENGINEERING,PUNE,2018.0
NEOSOFT,"₹508,278/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
NEOSOFT,"₹508,278/yr",LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017.0
NEOSOFT,"₹508,278/yr",LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016.0
GODREJ INFOTECH,"₹380,313/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
GODREJ INFOTECH,"₹380,313/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
GODREJ INFOTECH,"₹380,313/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
GODREJ INFOTECH,"₹380,313/yr",COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
GODREJ INFOTECH,"₹380,313/yr",VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018.0
CAPGEMINI,"₹390,727/yr",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017.0
CAPGEMINI,"₹390,727/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015.0
CAPGEMINI,"₹390,727/yr",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018.0
CAPGEMINI,"₹390,727/yr",ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018.0
CAPGEMINI,"₹390,727/yr",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
CAPGEMINI,"₹390,727/yr","TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018.0
CAPGEMINI,"₹390,727/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
CAPGEMINI,"₹390,727/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
CAPGEMINI,"₹390,727/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
LTI,"₹793,764/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
TIBCO SOFTWARE,"₹1,260,431/yr",RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018.0
TIBCO SOFTWARE,"₹1,260,431/yr",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
TIBCO SOFTWARE,"₹1,260,431/yr",INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018.0
AXIS BANK,"₹588,122/yr",DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
AXIS BANK,"₹588,122/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
ARK TECHNOSOLUTIONS,"₹11,637/mo",THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018.0
ACCOLITE,"₹1,141,263/yr",K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018.0
ACCOLITE,"₹1,141,263/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016.0
ACCOLITE,"₹1,141,263/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017.0
ACCOLITE,"₹1,141,263/yr",PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018.0
IDHASOFT,"₹132,900/yr",DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018.0
